address,location/lat,location/lng,name,numberOfGuests,reviews/0/author/firstName,reviews/0/author/hasProfilePic,reviews/0/author/id,reviews/0/author/pictureUrl,reviews/0/author/smartName,reviews/0/author/thumbnailUrl,reviews/0/collectionTag,reviews/0/comments,reviews/0/createdAt,reviews/0/id,reviews/0/localizedDate,reviews/0/localizedReview,reviews/0/rating,reviews/0/recipient/firstName,reviews/0/recipient/hasProfilePic,reviews/0/recipient/id,reviews/0/recipient/pictureUrl,reviews/0/recipient/smartName,reviews/0/recipient/thumbnailUrl,reviews/0/response,reviews/1/author/firstName,reviews/1/author/hasProfilePic,reviews/1/author/id,reviews/1/author/pictureUrl,reviews/1/author/smartName,reviews/1/author/thumbnailUrl,reviews/1/collectionTag,reviews/1/comments,reviews/1/createdAt,reviews/1/id,reviews/1/language,reviews/1/localizedDate,reviews/1/localizedReview,reviews/1/localizedReview/comments,reviews/1/localizedReview/disclaimer,reviews/1/localizedReview/needsTranslation,reviews/1/localizedReview/response,reviews/1/rating,reviews/1/recipient/firstName,reviews/1/recipient/hasProfilePic,reviews/1/recipient/id,reviews/1/recipient/pictureUrl,reviews/1/recipient/smartName,reviews/1/recipient/thumbnailUrl,reviews/1/response,reviews/2/author/firstName,reviews/2/author/hasProfilePic,reviews/2/author/id,reviews/2/author/pictureUrl,reviews/2/author/smartName,reviews/2/author/thumbnailUrl,reviews/2/collectionTag,reviews/2/comments,reviews/2/createdAt,reviews/2/id,reviews/2/language,reviews/2/localizedDate,reviews/2/localizedReview,reviews/2/localizedReview/comments,reviews/2/localizedReview/disclaimer,reviews/2/localizedReview/needsTranslation,reviews/2/localizedReview/response,reviews/2/rating,reviews/2/recipient/firstName,reviews/2/recipient/hasProfilePic,reviews/2/recipient/id,reviews/2/recipient/pictureUrl,reviews/2/recipient/smartName,reviews/2/recipient/thumbnailUrl,reviews/2/response,reviews/3/author/firstName,reviews/3/author/hasProfilePic,reviews/3/author/id,reviews/3/author/pictureUrl,reviews/3/author/smartName,reviews/3/author/thumbnailUrl,reviews/3/collectionTag,reviews/3/comments,reviews/3/createdAt,reviews/3/id,reviews/3/localizedDate,reviews/3/localizedReview,reviews/3/rating,reviews/3/recipient/firstName,reviews/3/recipient/hasProfilePic,reviews/3/recipient/id,reviews/3/recipient/pictureUrl,reviews/3/recipient/smartName,reviews/3/recipient/thumbnailUrl,reviews/3/response,reviews/4/author/firstName,reviews/4/author/hasProfilePic,reviews/4/author/id,reviews/4/author/pictureUrl,reviews/4/author/smartName,reviews/4/author/thumbnailUrl,reviews/4/collectionTag,reviews/4/comments,reviews/4/createdAt,reviews/4/id,reviews/4/localizedDate,reviews/4/localizedReview,reviews/4/rating,reviews/4/recipient/firstName,reviews/4/recipient/hasProfilePic,reviews/4/recipient/id,reviews/4/recipient/pictureUrl,reviews/4/recipient/smartName,reviews/4/recipient/thumbnailUrl,reviews/4/response,reviews/5/author/firstName,reviews/5/author/hasProfilePic,reviews/5/author/id,reviews/5/author/pictureUrl,reviews/5/author/smartName,reviews/5/author/thumbnailUrl,reviews/5/collectionTag,reviews/5/comments,reviews/5/createdAt,reviews/5/id,reviews/5/language,reviews/5/localizedDate,reviews/5/localizedReview,reviews/5/localizedReview/comments,reviews/5/localizedReview/disclaimer,reviews/5/localizedReview/needsTranslation,reviews/5/localizedReview/response,reviews/5/rating,reviews/5/recipient/firstName,reviews/5/recipient/hasProfilePic,reviews/5/recipient/id,reviews/5/recipient/pictureUrl,reviews/5/recipient/smartName,reviews/5/recipient/thumbnailUrl,reviews/5/response,reviews/6/author/firstName,reviews/6/author/hasProfilePic,reviews/6/author/id,reviews/6/author/pictureUrl,reviews/6/author/smartName,reviews/6/author/thumbnailUrl,reviews/6/collectionTag,reviews/6/comments,reviews/6/createdAt,reviews/6/id,reviews/6/language,reviews/6/localizedDate,reviews/6/localizedReview,reviews/6/localizedReview/comments,reviews/6/localizedReview/disclaimer,reviews/6/localizedReview/needsTranslation,reviews/6/localizedReview/response,reviews/6/rating,reviews/6/recipient/firstName,reviews/6/recipient/hasProfilePic,reviews/6/recipient/id,reviews/6/recipient/pictureUrl,reviews/6/recipient/smartName,reviews/6/recipient/thumbnailUrl,reviews/6/response,reviews/7/author/firstName,reviews/7/author/hasProfilePic,reviews/7/author/id,reviews/7/author/pictureUrl,reviews/7/author/smartName,reviews/7/author/thumbnailUrl,reviews/7/collectionTag,reviews/7/comments,reviews/7/createdAt,reviews/7/id,reviews/7/localizedDate,reviews/7/localizedReview,reviews/7/rating,reviews/7/recipient/firstName,reviews/7/recipient/hasProfilePic,reviews/7/recipient/id,reviews/7/recipient/pictureUrl,reviews/7/recipient/smartName,reviews/7/recipient/thumbnailUrl,reviews/7/response,reviews/8/author/firstName,reviews/8/author/hasProfilePic,reviews/8/author/id,reviews/8/author/pictureUrl,reviews/8/author/smartName,reviews/8/author/thumbnailUrl,reviews/8/collectionTag,reviews/8/comments,reviews/8/createdAt,reviews/8/id,reviews/8/language,reviews/8/localizedDate,reviews/8/localizedReview,reviews/8/localizedReview/comments,reviews/8/localizedReview/disclaimer,reviews/8/localizedReview/needsTranslation,reviews/8/localizedReview/response,reviews/8/rating,reviews/8/recipient/firstName,reviews/8/recipient/hasProfilePic,reviews/8/recipient/id,reviews/8/recipient/pictureUrl,reviews/8/recipient/smartName,reviews/8/recipient/thumbnailUrl,reviews/8/response,reviews/9/author/firstName,reviews/9/author/hasProfilePic,reviews/9/author/id,reviews/9/author/pictureUrl,reviews/9/author/smartName,reviews/9/author/thumbnailUrl,reviews/9/collectionTag,reviews/9/comments,reviews/9/createdAt,reviews/9/id,reviews/9/localizedDate,reviews/9/localizedReview,reviews/9/rating,reviews/9/recipient/firstName,reviews/9/recipient/hasProfilePic,reviews/9/recipient/id,reviews/9/recipient/pictureUrl,reviews/9/recipient/smartName,reviews/9/recipient/thumbnailUrl,reviews/9/response,roomType,stars,url
"Frisco, Colorado, United States",39.50094,-106.15661,"Luxurious condo views directly at the Eagle, free",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire condo,,https://www.airbnb.com/rooms/52860409
"Aspen, Colorado, United States",39.18506,-106.82185,Freshly renovated Aspen chalet can sleep up to 32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire home,,https://www.airbnb.com/rooms/41384413
"Breckenridge, Colorado, United States",39.46597,-106.04594,Mark IX #1 - Close to Town - Free Shuttle,4,Christopher,TRUE,170121221,https://a0.muscache.com/im/pictures/user/301c64c9-738d-4032-95c3-265b0fe096f6.jpg?aki_policy=profile_x_medium,Christopher,https://a0.muscache.com/im/pictures/user/301c64c9-738d-4032-95c3-265b0fe096f6.jpg?aki_policy=profile_small,,The walk to the lift made it so easy to get around to the lifts and town!,2022-02-12T23:54:52Z,5.60974E+17,Feb-22,,5,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,Milica,TRUE,130479077,https://a0.muscache.com/im/pictures/user/16f1f5ab-c834-4546-9636-671006e57398.jpg?aki_policy=profile_x_medium,Milica,https://a0.muscache.com/im/pictures/user/16f1f5ab-c834-4546-9636-671006e57398.jpg?aki_policy=profile_small,,More-or-less as expected. If you have plenty of luggage it's quite difficult to maneuver the wood stairs all the way to the top floor. The toiletries are excellent!,2021-07-26T22:53:13Z,4.15263E+17,,Jul-21,,,,,,5,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,Thomas,TRUE,409683171,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Thomas,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,"Good location, secluded but close to Main Street in this beautiful part of Colorado. This unit was stocked with everything we needed. Check- in and out were easy. TV, fireplace, wood, etc. Great for year-round visits and activities. Thanks!",2021-07-24T19:16:25Z,4.13704E+17,,Jul-21,,,,,,4,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,Jin,TRUE,243700913,https://a0.muscache.com/im/pictures/user/bb6e7ddd-239f-46a6-bc3b-f9fe60dbb4bd.jpg?aki_policy=profile_x_medium,Jin,https://a0.muscache.com/im/pictures/user/bb6e7ddd-239f-46a6-bc3b-f9fe60dbb4bd.jpg?aki_policy=profile_small,,"As expected,  good locarion, comfortable  and quite,  perfect for our vacation in Breckenridge!",2021-07-10T19:26:59Z,4.03563E+17,Jul-21,,5,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,William,TRUE,257222233,https://a0.muscache.com/im/pictures/user/bc256a54-2a8b-4305-9fdc-2d5289f3833c.jpg?aki_policy=profile_x_medium,William,https://a0.muscache.com/im/pictures/user/bc256a54-2a8b-4305-9fdc-2d5289f3833c.jpg?aki_policy=profile_small,,Michael’s place hit the spot and exceeded expectations,2021-04-03T20:39:15Z,745035603,Apr-21,,5,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,We love hearing how much our guests like staying at the Mark IX Condo's!  They are simple yet mighty with just the right amount of accessibility!,Shelene,TRUE,364983553,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Shelene,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,For the price we paid it was worth it. Nothing fancy just served as a decent place to stay.,2020-09-07T19:22:07Z,661701577,,Sep-20,,,,,,4,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire condo,4.5,https://www.airbnb.com/rooms/37566630
"Breckenridge, Colorado, United States",39.47328,-106.04253,Woods Manor #302-A - Close to Main Street!,6,Madeline,TRUE,54254170,https://a0.muscache.com/im/pictures/user/62d81f3d-b9ef-4bb5-bdf2-0430776eab75.jpg?aki_policy=profile_x_medium,Madeline,https://a0.muscache.com/im/pictures/user/62d81f3d-b9ef-4bb5-bdf2-0430776eab75.jpg?aki_policy=profile_small,,"This was the perfect condo for our ski vacation - great size, amenities, and walking distance to just about everything we needed. Definitely recommend!",2022-02-10T20:34:12Z,5.59423E+17,Feb-22,,5,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,Scott,TRUE,414193307,https://a0.muscache.com/im/pictures/user/80d18970-d758-4318-881d-ab6953105afb.jpg?aki_policy=profile_x_medium,Scott,https://a0.muscache.com/im/pictures/user/80d18970-d758-4318-881d-ab6953105afb.jpg?aki_policy=profile_small,,"The apartment was much larger and nicer than the photos! Great location, just a short walk to Main st, but far enough that we weren't bothered by noise or traffic. We had the best time!!",2021-08-01T20:12:36Z,4.19531E+17,,Aug-21,,,,,,5,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,Alexandria,TRUE,29161835,https://a0.muscache.com/im/users/29161835/profile_pic/1431362507/original.jpg?aki_policy=profile_x_medium,Alexandria,https://a0.muscache.com/im/users/29161835/profile_pic/1431362507/original.jpg?aki_policy=profile_small,,"Awesome spot close to Breck! Spacious apartment, perfect for a long weekend!",2021-03-23T19:56:06Z,741758296,,Mar-21,,,,,,5,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,Kelly,TRUE,347817842,https://a0.muscache.com/im/pictures/user/3db3d8d0-44a2-43cf-85d8-68dc833056e3.jpg?aki_policy=profile_x_medium,Kelly,https://a0.muscache.com/im/pictures/user/3db3d8d0-44a2-43cf-85d8-68dc833056e3.jpg?aki_policy=profile_small,,Excellent accommodations for our family - plenty of space and wonderful location.,2021-03-19T22:38:11Z,740405852,Mar-21,,5,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,José Antonio,TRUE,24681446,https://a0.muscache.com/im/pictures/user/10ef1c8f-9285-499f-9fbc-9fd6b827d47f.jpg?aki_policy=profile_x_medium,José Antonio,https://a0.muscache.com/im/pictures/user/10ef1c8f-9285-499f-9fbc-9fd6b827d47f.jpg?aki_policy=profile_small,,recommended,2021-01-09T20:50:39Z,723047848,Jan-21,,5,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,Sam,TRUE,91849327,https://a0.muscache.com/im/pictures/user/3e09ccd1-bfc1-45d0-bc15-2f2dcad71a55.jpg?aki_policy=profile_x_medium,Sam,https://a0.muscache.com/im/pictures/user/3e09ccd1-bfc1-45d0-bc15-2f2dcad71a55.jpg?aki_policy=profile_small,,"The pictures don’t do this place justice. It’s very spacious, great furniture and would recommend friends stay here.",2020-12-20T23:03:51Z,716975778,,Dec-20,,,,,,5,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,Glenn,TRUE,180214552,https://a0.muscache.com/im/pictures/user/342783ef-01e2-49a1-b867-a0350c9721cb.jpg?aki_policy=profile_x_medium,Glenn,https://a0.muscache.com/im/pictures/user/342783ef-01e2-49a1-b867-a0350c9721cb.jpg?aki_policy=profile_small,,"What a nice place.  Excellent amenities, walking distances to most everything downtown.  I'll stay hear again the next time around in Breckenridge!",2020-09-19T19:44:15Z,665775029,,Sep-20,,,,,,5,Michael,TRUE,100064548,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_x_medium,Michael,https://a0.muscache.com/im/pictures/user/5363905c-4ecb-4221-9726-85f778fb0c2a.jpg?aki_policy=profile_small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire condo,5,https://www.airbnb.com/rooms/37566669
"Aspen, Colorado, United States",39.18751,-106.82101,ST REGIS ASPEN 3/3 BEDROOM STUITE IN TOWN!,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private room in resort,,https://www.airbnb.com/rooms/51366452
"Aspen, Colorado, United States",39.188,-106.81504,ASPEN CONTEMP-3 BEDROOM HOME-3 BLOCKS TO SLOPES!,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire home,,https://www.airbnb.com/rooms/51505139
"Aspen, Colorado, United States",39.1878,-106.82057,St Regis Residences,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire condo,,https://www.airbnb.com/rooms/46758872
"Aspen, Colorado, United States",39.18578,-106.82071,ASPEN MOUNTAIN RESIDENCES  RARE 4BEDROOM-OLD HYATT,12,Sheila,TRUE,97831304,https://a0.muscache.com/im/pictures/user/cf66fc84-4bc9-4676-8455-3ed1bd86d775.jpg?aki_policy=profile_x_medium,Sheila,https://a0.muscache.com/im/pictures/user/cf66fc84-4bc9-4676-8455-3ed1bd86d775.jpg?aki_policy=profile_small,,Secured this rental for my boss and his family. Mary recommended a concierge service to assist with their needs and also provided a shopper to ensure all of their needs were met.,2022-01-02T21:01:21Z,5.31171E+17,Jan-22,,4,M R,TRUE,20120594,https://a0.muscache.com/im/pictures/user/597114f9-7d4b-45e7-984b-1c4ad65e4f80.jpg?aki_policy=profile_x_medium,M R,https://a0.muscache.com/im/pictures/user/597114f9-7d4b-45e7-984b-1c4ad65e4f80.jpg?aki_policy=profile_small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private room in resort,,https://www.airbnb.com/rooms/53740899
"Aspen, Colorado, United States",39.192,-106.82,Idyllic Luxe Art Masterpiece in Downtown Aspen Cor,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire home,,https://www.airbnb.com/rooms/51554436
"Aspen, Colorado, United States",39.18901,-106.82219,Monarch on the Park Penthouse,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entire condo,,https://www.airbnb.com/rooms/44249280
