"address","location/lat","location/lng","name","numberOfGuests","roomType","stars","url"
"Sheffield, Massachusetts, United States","42.07705","-73.34852","Ski Season Rental Available; 20 min to Butternut","6","Entire home","5","https://www.airbnb.com/rooms/32664016"
